,用户编号, 电影ID, 电影名称, 电影连接, 用户状态, 用户评分,片名,连接,类型,国家,年份,主演,导演,编剧,片长,uid,group3_item_count,group5_item_count,group3_item_group_count
250,53,4268598,告白,http://movie.douban.com/subject/4268598/,看过,4,告白,http://movie.douban.com/subject/4268598/,剧情、惊悚,日本,2010,松隆子、冈田将生、木村佳乃、西井幸人、桥本爱、芦田爱菜、三吉彩花、藤原薰、井之肋海、野本萤、清水尚弥、高桥努、一井直树,中岛哲也,中岛哲也、凑佳苗,106分钟,53,2,2,1.0
251,53,3150816,Exam,http://movie.douban.com/subject/3150816/,看过,2,Exam,http://movie.douban.com/subject/3150816/,悬疑、惊悚,英国,2009,卢克·梅伯利、科林·萨蒙、吉米·米斯特雷,斯图尔特·哈泽尔丁,斯图尔特·哈泽尔丁,101 分钟,53,2,2,1.0
252,53,1950192,The Oxford Murders,http://movie.douban.com/subject/1950192/,想看,None,,,,,,,,,,53,2,2,1.0
253,53,3706859,Κυν?δοντα?,http://movie.douban.com/subject/3706859/,想看,None,Κυν?δοντα?,http://movie.douban.com/subject/3706859/,剧情,希腊,2009,Anna Kalaitzidou、Mary Tsoni、Michelle Valley、Aggeliki Papoulia、Hristos Passalis、Christos Stergioglou,欧格斯·兰斯莫斯,欧格斯·兰斯莫斯、Efthymis Filippou,94 分钟,53,2,2,1.0
254,53,1291856,The Dreamers,http://movie.douban.com/subject/1291856/,看过,4,The Dreamers,http://movie.douban.com/subject/1291856/,剧情、历史、爱情、情色,法国、英国、意大利,2003,迈克尔·皮特、伊娃·格林、路易·加瑞尔、安娜·钱斯勒、罗宾·瑞努奇、琼-皮尔里·卡尔弗恩、让-皮埃尔·利奥德,贝纳尔多·贝托鲁奇,Gilbert Adair,115 分钟,53,2,2,1.0
255,53,1475262,Der freie Wille,http://movie.douban.com/subject/1475262/,想看,None,Der freie Wille,http://movie.douban.com/subject/1475262/,犯罪、剧情,德国,2006,约根·沃格尔、莎宾·蒂莫提欧、安德列·汉尼克、Anna Brass、Judith Engel,马提亚·甘斯勒,Judith Angerbauer、马提亚·甘斯勒,Germany: 163 分钟(Berlin International Film Festival),53,2,2,1.0
256,53,1291563,Ten Minutes Older: The Trumpet,http://movie.douban.com/subject/1291563/,看过,3,Ten Minutes Older: The Trumpet,http://movie.douban.com/subject/1291563/,剧情,西班牙、英国、德国、芬兰、中国,2002,冯远征、耿乐、Ana Sofia Lia?o、Pelayo Suarez、科洛·塞维尼、马库·佩尔托拉、卡蒂·奥廷宁、查尔斯·伊斯滕、爱波·塔布琳,陈凯歌、维克多·艾里斯、沃纳·赫尔佐格、吉姆·贾木许、阿基·考里斯马基、斯派克·李、维姆·文德斯,张炭、维克多·艾里斯、沃纳·赫尔佐格、吉姆·贾木许、阿基·考里斯马基、维姆·文德斯,92分钟(法国),53,2,2,1.0
257,53,3262918,Skhizein,http://movie.douban.com/subject/3262918/,想看,None,Skhizein,http://movie.douban.com/subject/3262918/,剧情、动画、短片,法国,2008,朱利安·波义塞利尔,杰赫米·克拉潘,杰赫米·克拉潘、Stéphane Piera,13分钟,53,2,2,1.0
258,53,1291562,Dancer in the Dark,http://movie.douban.com/subject/1291562/,想看,None,Dancer in the Dark,http://movie.douban.com/subject/1291562/,剧情、歌舞,丹麦、西班牙、阿根廷、德国、荷兰、意大利、美国、英国、法国、瑞典、芬兰、冰岛、挪威,2000,比约克、凯瑟琳·德纳芙、大卫·摩斯、彼得·斯特曼、乌多·奇尔,拉斯·冯·提尔,拉斯·冯·提尔,140 分钟,53,2,2,1.0
259,53,1308599,21 Grams,http://movie.douban.com/subject/1308599/,想看,None,21 Grams,http://movie.douban.com/subject/1308599/,犯罪、剧情、惊悚,美国,2003,西恩·潘、娜奥米·沃茨、本尼西奥·德尔·托罗、夏洛特·甘斯布、梅丽莎·里奥,亚利桑德罗·冈萨雷斯·伊纳里多,吉勒莫·阿里加,124 分钟,53,2,2,1.0
260,53,1419136,Born Into Brothels: Calcutta's Red Light Kids,http://movie.douban.com/subject/1419136/,想看,None,Born Into Brothels: Calcutta's Red Light Kids,http://movie.douban.com/subject/1419136/,纪录片,美国,2004,Kochi、Avijit、Shanti Das、Manik、Puja Mukerjee、Gour、Suchitra、Tapasi、Mamuni,Zana Briski、Ross Kauffman,Zana Briski、Ross Kauffman,85 分钟,53,2,2,1.0
261,53,3999549,Restless,http://movie.douban.com/subject/3999549/,想看,None,Restless,http://movie.douban.com/subject/3999549/,剧情,美国,2011,米娅·华希科沃斯卡、亨瑞·霍珀、加濑亮、斯科勒·费斯科、简·亚当斯、卢西亚·斯杜斯 、黄经汉,格斯·范·桑特,杰森·刘,91分钟,53,2,2,1.0
262,53,3504940,Elegy,http://movie.douban.com/subject/3504940/,看过,3,Elegy,http://movie.douban.com/subject/3504940/,剧情、爱情,美国,2008,佩内洛普·克鲁兹、本·金斯利、派翠西娅·克拉克森、丹尼斯·霍珀、彼得·萨斯加德、黛布拉·哈里,伊莎贝尔·科赛特,尼古拉斯·梅耶,112 分钟,53,2,2,1.0
263,53,1417428,Blue,http://movie.douban.com/subject/1417428/,想看,None,Blue,http://movie.douban.com/subject/1417428/,剧情、传记、同性,英国,1993,John Quentin、尼吉尔·特瑞、德里克·贾曼、蒂尔达·斯文顿,德里克·贾曼,德里克·贾曼,USA: 79 分钟,53,2,2,1.0
264,53,1307921,Uzak,http://movie.douban.com/subject/1307921/,想看,None,Uzak,http://movie.douban.com/subject/1307921/,剧情,土耳其,2002,穆扎菲·奥德默、伊敏·托普拉克、Zuhal Gencer、娜再纳.克里米什、Feridun Koc,Nuri Bilge Ceylan,Nuri Bilge Ceylan,110 分钟,53,2,2,1.0
265,53,2133337,Stuart: A Life Backwards,http://movie.douban.com/subject/2133337/,想看,None,Stuart: A Life Backwards,http://movie.douban.com/subject/2133337/,剧情,英国,2007,本尼迪克特·康伯巴奇、汤姆·哈迪、George Anton、Dominic Kemp、Nicola Duffett、Claire-Louise Cordwell、Edna Doré、Candis Nergaard、Joanna Maude、Trevor Sellers、Barbara Barnes、Hugh Armstrong,戴维·阿特伍德,,90分钟,53,2,2,1.0
266,53,4826409,Le quattro volte,http://movie.douban.com/subject/4826409/,想看,None,Le quattro volte,http://movie.douban.com/subject/4826409/,剧情,意大利、德国、瑞士,2010,Giuseppe Fuda、Bruno Timpano、Nazareno Timpano,米开朗基罗·弗兰马汀诺,米开朗基罗·弗兰马汀诺,88分钟,53,2,2,1.0
267,53,1420010,My Life Without Me,http://movie.douban.com/subject/1420010/,想看,None,My Life Without Me,http://movie.douban.com/subject/1420010/,剧情、爱情,加拿大、西班牙,2003,萨拉·波莉、阿曼达·普拉莫、马克·鲁弗洛、斯科特·斯比德曼、蕾欧诺·瓦特林、黛布拉·哈里、阿尔弗雷德·莫里纳,伊莎贝尔·科赛特,伊莎贝尔·科赛特,106 分钟,53,2,2,1.0
268,53,1292208,Cidade de Deus,http://movie.douban.com/subject/1292208/,想看,None,Cidade de Deus,http://movie.douban.com/subject/1292208/,犯罪、剧情,巴西、法国,2002,亚历桑德雷·罗德里格斯、Leandro Firmino、菲利佩·哈根森、道格拉斯·席尔瓦、Jonathan Haagensen、马修斯·纳克加勒、索·豪黑、艾莉丝·布拉加,Kátia Lund、费尔南多·梅里尔斯,布罗里欧·曼托伐尼、Paulo Lins,130 分钟,53,2,2,1.0
269,53,1291548,Dead Poets Society,http://movie.douban.com/subject/1291548/,看过,5,Dead Poets Society,http://movie.douban.com/subject/1291548/,剧情,美国,1989,罗宾·威廉姆斯、罗伯特·肖恩·莱纳德、伊桑·霍克、乔西·查尔斯、盖尔·汉森、Dylan Kussman、Allelon Ruggiero、詹姆斯·沃特斯顿、Norman Lloyd、柯特伍德·史密斯、Carla Belver、Leon Pownall、George Martin、Joe Aufiery、Matt Carey,彼得·威尔,汤姆·舒尔曼,128 分钟,53,2,2,1.0
270,53,1303010,Mona Lisa Smile,http://movie.douban.com/subject/1303010/,看过,4,Mona Lisa Smile,http://movie.douban.com/subject/1303010/,剧情、爱情,美国,2003,朱莉娅·罗伯茨、克斯汀·邓斯特、朱丽娅·斯蒂尔斯、玛吉·吉伦哈尔、金妮弗·古德温、多米尼克·威斯特、马西娅·盖伊·哈登、托弗·戈瑞斯,迈克·内威尔,Lawrence Konner、Mark Rosenthal,117分钟,53,2,2,1.0
271,53,1292780,Somewhere in Time,http://movie.douban.com/subject/1292780/,想看,None,Somewhere in Time,http://movie.douban.com/subject/1292780/,剧情、爱情、奇幻,美国,1980,克里斯托弗·里夫、简·西摩尔、克里斯托弗·普卢默、特雷莎·怀特、比尔·厄尔文、威廉姆·H·梅西,吉诺特·兹瓦克,理查德·麦瑟森,103 分钟,53,2,2,1.0
272,53,1294639,Braveheart,http://movie.douban.com/subject/1294639/,看过,3,Braveheart,http://movie.douban.com/subject/1294639/,动作、传记、剧情、历史、战争,美国,1995,梅尔·吉布森、苏菲·玛索、布莱恩·考克斯、詹姆斯·卡沙莫、辛·劳洛、凯瑟琳·麦克马克,梅尔·吉布森,兰道尔·华莱士,177 分钟,53,2,2,1.0
273,53,1293414,阮玲玉,http://movie.douban.com/subject/1293414/,想看,None,阮玲玉,http://movie.douban.com/subject/1293414/,传记、剧情、爱情,香港,1992,张曼玉、吴启华、刘嘉玲、梁家辉、叶童、秦汉、李子雄、周杰,关锦鹏,邱刚健,126 分钟(澳大利亚),53,2,2,1.0
274,53,1304641,Moulin Rouge!,http://movie.douban.com/subject/1304641/,想看,None,Moulin Rouge!,http://movie.douban.com/subject/1304641/,剧情、歌舞、爱情,澳大利亚、美国,2001,妮可·基德曼、伊万·麦克格雷格、约翰·雷吉扎莫、吉姆·布劳德本特、理查德·劳斯伯格、加里·麦克唐纳德、杰克·科曼,巴兹·鲁赫曼,巴兹·鲁赫曼、克雷格·皮尔斯,127 分钟,53,2,2,1.0
275,53,1302303,Original Sin,http://movie.douban.com/subject/1302303/,看过,4,Original Sin,http://movie.douban.com/subject/1302303/,剧情、悬疑、爱情,法国、美国,2001,安东尼奥·班德拉斯、安吉丽娜·朱莉、托马斯·简、杰克·汤普森、Allison Mackie、乔安·普林格尔、詹姆斯·哈文、Lisa Owen、格里高利·伊齐恩,迈克尔·克里斯托弗,迈克尔·克里斯托弗、康奈尔·伍尔里奇,116 分钟,53,2,2,1.0
276,53,3011308,Orphan,http://movie.douban.com/subject/3011308/,想看,None,Orphan,http://movie.douban.com/subject/3011308/,剧情、悬疑、惊悚,美国、加拿大、德国、法国,2009,伊莎贝拉·弗尔曼、吉米·本内特、维拉·法米加、彼得·萨斯加德、阿娅娜·恩吉妮尔,佐米·希尔拉,David Johnson、Alex Mace,123 分钟,53,2,2,1.0
277,53,1689787,Volver,http://movie.douban.com/subject/1689787/,想看,None,Volver,http://movie.douban.com/subject/1689787/,喜剧、犯罪、剧情、悬疑,西班牙,2006,佩内洛普·克鲁兹、卡门·毛拉、劳拉·杜纳丝、布兰卡·波蒂洛、尤汉娜·柯博、达兹·莱姆波瑞娃、安东尼奥·德拉·托雷,佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,121 分钟,53,2,2,1.0
278,53,1300267,Gone with the Wind,http://movie.douban.com/subject/1300267/,看过,4,Gone with the Wind,http://movie.douban.com/subject/1300267/,剧情、爱情、战争,美国,1939,克拉克·盖博、费雯·丽、托马斯·米切尔、海蒂·麦克丹尼尔斯、奥利维娅·德哈维兰,维克多·弗莱明、乔治·库克、山姆·伍德,西德尼·霍华德、Oliver H.P. Garrett、本·赫克特、乔·斯沃林、John Van Druten、玛格丽特·米歇尔,238 分钟(美国修复版DVD),53,2,2,1.0
279,53,1756073,我们俩,http://movie.douban.com/subject/1756073/,想看,None,我们俩,http://movie.douban.com/subject/1756073/,剧情,中国大陆,2005,宫哲、金雅琴、罗忠学,马俪文,马俪文,88分钟,53,2,2,1.0
280,53,1304056,Sissi,http://movie.douban.com/subject/1304056/,看过,3,Sissi,http://movie.douban.com/subject/1304056/,喜剧、剧情、历史、爱情,奥地利,1955,罗密·施奈德、卡尔海因茨·博姆、玛达·施耐德、Uta Franz、Gustav Knuth,恩斯特·马利斯卡,恩斯特·马利斯卡,102 分钟,53,2,2,1.0
281,53,1291937,Todo sobre mi madre,http://movie.douban.com/subject/1291937/,想看,None,Todo sobre mi madre,http://movie.douban.com/subject/1291937/,剧情,西班牙、法国,1999,丝莉亚·洛芙、玛丽莎·佩雷德斯、佩内洛普·克鲁兹、坎德拉·佩娜、安东尼亚·圣·璜,佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,101 分钟,53,2,2,1.0
282,53,4226741,李献计历险记,http://movie.douban.com/subject/4226741/,看过,4,李献计历险记,http://movie.douban.com/subject/4226741/,动画、短片,中国,2009,年轻优秀的飞行员、DEERPLAY,李阳,李阳,20分钟,53,2,2,1.0
283,53,1326038,Le ballon rouge,http://movie.douban.com/subject/1326038/,看过,5,Le ballon rouge,http://movie.douban.com/subject/1326038/,家庭、奇幻、短片,法国,1956,Pascal Lamorisse、Georges Sellier、Vladimir Popov、Paul Perey、Sabine Lamorisse、Michel Pezin、Renée Marion,艾尔伯特·拉摩里斯,艾尔伯特·拉摩里斯,34 分钟,53,2,2,1.0
284,53,3734350,Partly Cloudy,http://movie.douban.com/subject/3734350/,看过,4,Partly Cloudy,http://movie.douban.com/subject/3734350/,喜剧、动画、短片、奇幻,美国,2009,Tony Fucile、Lori Richardson,Peter Sohn,Jermaine Ka'mell,6 分钟,53,2,2,1.0
285,53,3560787,つみきのいえ,http://movie.douban.com/subject/3560787/,看过,4,つみきのいえ,http://movie.douban.com/subject/3560787/,剧情、动画、短片,日本,2008,,加藤久仁生 ,加藤久仁生 ,12分钟,53,2,2,1.0
286,53,1292211,Hable con ella,http://movie.douban.com/subject/1292211/,想看,None,Hable con ella,http://movie.douban.com/subject/1292211/,剧情,西班牙,2002,贾维尔·卡马拉、达里奥·葛兰帝内提、蕾欧诺·瓦特林、罗萨里奥·福罗雷斯、Mariola Fuentes、杰拉丁·卓别林,佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,112 分钟,53,2,2,1.0
287,53,3036460,??,http://movie.douban.com/subject/3036460/,想看,None,??,http://movie.douban.com/subject/3036460/,剧情,韩国,2009,金惠子、元斌、秦久、尹宰文,奉俊昊,奉俊昊、朴恩乔、Wun-kyo Park,128分钟,53,2,2,1.0
288,53,1296736,The Pianist,http://movie.douban.com/subject/1296736/,想看,None,The Pianist,http://movie.douban.com/subject/1296736/,剧情、传记、历史、战争,法国、德国、英国、波兰,2002,艾德里安·布洛迪、托马斯·克莱舒曼、艾米丽雅·福克斯、Julia Rayner、Jessica Kate Meyer,罗曼·波兰斯基,罗纳德·哈伍德,150 分钟,53,2,2,1.0
289,53,1301720,Quills,http://movie.douban.com/subject/1301720/,想看,None,Quills,http://movie.douban.com/subject/1301720/,传记、剧情、历史、爱情,美国、德国、英国,2000,杰弗里·拉什、凯特·温丝莱特、杰昆·菲尼克斯、迈克尔·凯恩、帕特里克·麦拉海德、阿梅丽娅·华纳、史蒂芬·莫耶,菲利普·考夫曼,Doug Wright,124 分钟,53,2,2,1.0
290,53,1433567,Modigliani,http://movie.douban.com/subject/1433567/,想看,None,Modigliani,http://movie.douban.com/subject/1433567/,传记、剧情,美国、法国、德国、意大利、罗马尼亚、英国,2004,安迪·加西亚 Andy Garcia、Elsa Zylberstein,Mick Davis,米克·戴维斯,128 分钟,53,2,2,1.0
291,53,1291558,Al di là delle nuvole,http://movie.douban.com/subject/1291558/,想看,None,Al di là delle nuvole,http://movie.douban.com/subject/1291558/,剧情、爱情,法国、意大利、德国,1995,约翰·马尔科维奇、伊莲娜·雅各布、苏菲·玛索、吉姆·罗斯·斯图尔特、让·雷诺、文森特·佩雷斯、让娜·莫罗,米开朗基罗·安东尼奥尼、维姆·文德斯,米开朗基罗·安东尼奥尼,112分钟,53,2,2,1.0
292,53,1302050,Hiroshima mon amour,http://movie.douban.com/subject/1302050/,想看,None,Hiroshima mon amour,http://movie.douban.com/subject/1302050/,剧情、爱情、战争,法国、日本,1959,埃玛妞·丽娃、冈田英次、贝尔纳·弗雷松、斯特拉·达萨斯、Pierre Barbaud,阿伦·雷乃,玛格丽特·杜拉斯,90 分钟,53,2,2,1.0
293,53,1793200,Babam ve O?lum,http://movie.douban.com/subject/1793200/,想看,None,Babam ve O?lum,http://movie.douban.com/subject/1793200/,剧情、家庭,土耳其,2005,切邓.泰肯多尔、菲克雷特·库斯坎、Hümeyra、Serif Sezer、Yetkin Dikinciler,查恩·厄尔马克,查恩·厄尔马克,Turkey: 108 分钟,53,2,2,1.0
294,53,1302061,Paris  Texas,http://movie.douban.com/subject/1302061/,想看,None,,,,,,,,,,53,2,2,1.0
295,53,1291568,東京物語,http://movie.douban.com/subject/1291568/,想看,None,東京物語,http://movie.douban.com/subject/1291568/,剧情、家庭,日本,1953,笠智众、原节子、杉村春子、东山千荣子、山村聪、香川京子,小津安二郎,野田高梧、小津安二郎,136 分钟,53,2,2,1.0
296,53,1292586,Au revoir les enfants,http://movie.douban.com/subject/1292586/,想看,None,Au revoir les enfants,http://movie.douban.com/subject/1292586/,剧情、战争,法国、意大利、西德,1987,加斯帕·曼尼斯、弗朗西斯·贝尔兰德、伊莲娜·雅各布、Raphael Fejt?,路易·马勒,路易·马勒,104 分钟,53,2,2,1.0
297,53,1293359,菊次郎の夏,http://movie.douban.com/subject/1293359/,想看,None,菊次郎の夏,http://movie.douban.com/subject/1293359/,剧情、喜剧,日本,1999,北野武、关口雄介、岸本加世子、Gurêto Giday?、井手博士、磨赤儿、大家由祐子、細川典江、今村鼠、田中要次,北野武,北野武,121 分钟,53,2,2,1.0
298,53,1301106,Gloomy Sunday - Ein Lied von Liebe und Tod,http://movie.douban.com/subject/1301106/,看过,5,Gloomy Sunday - Ein Lied von Liebe und Tod,http://movie.douban.com/subject/1301106/,爱情、剧情,德国、匈牙利,1999,艾丽卡·莫露珊、约阿希姆·科尔、斯特法诺·迪奥尼斯、本·贝克、András Bálint,诺夫·舒贝尔,Nick Barkow、诺夫·舒贝尔、Ruth Toma,112 分钟,53,2,2,1.0
299,53,1308173,Babí léto,http://movie.douban.com/subject/1308173/,想看,None,Babí léto,http://movie.douban.com/subject/1308173/,喜剧、剧情、家庭,捷克,2001,伏拉基米尔·布劳德斯基、史黛拉·查娜克娃、Stanislav Zindulka、翁德雷·维特希、Petra Spalková、伊里·拉布斯、西蒙娜·史达索娃,伏拉基米尔·米切尔,杰瑞·哈巴克,100分钟,53,2,2,1.0
300,53,1292262,Once Upon a Time in America,http://movie.douban.com/subject/1292262/,想看,None,Once Upon a Time in America,http://movie.douban.com/subject/1292262/,犯罪、剧情,意大利、美国,1984,罗伯特·德尼罗、詹姆斯·伍兹、詹妮弗·康纳利、伊丽莎白·麦戈文、乔·佩西、塔斯黛·韦尔德、波特·杨、特里特·威廉斯、丹尼·爱罗、理查德·布赖特,赛尔乔·莱翁内,Piero De Bernardi、Leonardo Benvenuti、Franco Arcalli、Enrico Medioli、Franco Ferrini、赛尔乔·莱翁内,229分钟,53,2,2,1.0
301,53,2464346,Das wei?e Band – Eine deutsche Kindergeschichte,http://movie.douban.com/subject/2464346/,想看,None,Das wei?e Band – Eine deutsche Kindergeschichte,http://movie.douban.com/subject/2464346/,剧情、悬疑,德国、奥地利、法国、意大利,2009,Christian Friedel、Ernst Jacobi、Leonie Benesch、乌尔里奇·图克尔、Ursina Lardi、Michael Kranz、伯格哈特·克莱斯纳,迈克尔·哈内克,迈克尔·哈内克 Michael Haneke,144分钟,53,2,2,1.0
302,53,3750103,La solitudine dei numeri primi,http://movie.douban.com/subject/3750103/,想看,None,La solitudine dei numeri primi,http://movie.douban.com/subject/3750103/,剧情,意大利、德国、法国,2010,阿尔芭·洛尔瓦彻、卢卡·马里内力、Martina Albano、阿里安娜 丝黛、Tommaso Neri、阿洛拉·鲁芬诺 、伊莎贝拉·罗西里尼、费立波·提米、Vittorio Lomartire,萨维里奥·克斯坦佐,保罗·吉奥丹诺、萨维里奥·克斯坦佐,118分钟,53,2,2,1.0
303,53,1732388,Melancholian 3 huonetta,http://movie.douban.com/subject/1732388/,想看,None,Melancholian 3 huonetta,http://movie.douban.com/subject/1732388/,纪录片、战争,芬兰、丹麦、德国、瑞典,2004,Pirkko Saisio,皮尔乔·汗卡萨罗,皮尔乔·汗卡萨罗,106 分钟,53,2,2,1.0
304,53,3443389,Océans,http://movie.douban.com/subject/3443389/,想看,None,Océans,http://movie.douban.com/subject/3443389/,纪录片、剧情,法国、瑞士、西班牙,2009,皮尔斯·布鲁斯南、雅克·贝汉、姜文、宫泽理惠,雅克·贝汉、 雅克·克鲁奥德,Christophe Cheysson、 雅克·克鲁奥德、Laurent Debas、Stéphane Durand、Laurent Gaudé、雅克·贝汉、Fran?ois Sarano,104分钟(法国),53,2,2,1.0
305,53,1309162,Head in the Clouds,http://movie.douban.com/subject/1309162/,想看,None,Head in the Clouds,http://movie.douban.com/subject/1309162/,剧情、爱情、战争,英国、加拿大,2004,查理兹·塞隆、佩内洛普·克鲁兹、斯图尔特·汤森德、托马斯·克莱舒曼,约翰·杜根,约翰·杜根,Canada: 121 分钟(Toronto International Film Festival),53,2,2,1.0
306,53,4036000,80'后,http://movie.douban.com/subject/4036000/,想看,None,80'后,http://movie.douban.com/subject/4036000/,剧情,中国大陆,2009,刘冬、黄明、伊娜、陶帅、铁政、武文佳、史可、赵越、张立、周韦彤,李芳芳,李芳芳,105分钟,53,2,2,1.0
307,53,1307601,La nube,http://movie.douban.com/subject/1307601/,想看,None,La nube,http://movie.douban.com/subject/1307601/,剧情,阿根廷、法国,1998,Martín Pavlovsky、?ngela Correa、Francisco Nápoli、Laura Novoa,费尔南多·索拉纳斯,Martín Pavlovsky、费尔南多·索拉纳斯,113分钟,53,2,2,1.0
308,53,3168086,ノルウェイの森,http://movie.douban.com/subject/3168086/,看过,2,ノルウェイの森,http://movie.douban.com/subject/3168086/,剧情、爱情,日本,2010,松山研一、菊地凛子、水原希子、高良健吾、玉山铁二、雾岛丽香、初音映莉子,陈英雄,陈英雄、村上春树,95分钟(中国大陆),53,2,2,1.0
309,53,4713748,Die Fremde,http://movie.douban.com/subject/4713748/,想看,None,Die Fremde,http://movie.douban.com/subject/4713748/,剧情,德国,2010,西贝尔·凯基莉、德尔亚·阿拉伯拉、Nizam Schiller、Settar Tanriogen、塔梅尔.伊吉特、Serhad Can、Almila Bagriacik,菲奥·阿拉达戈,菲奥·阿拉达戈,119分钟,53,2,2,1.0
310,53,3007817,Cracks,http://movie.douban.com/subject/3007817/,看过,5,Cracks,http://movie.douban.com/subject/3007817/,剧情、爱情、惊悚,英国、爱尔兰,2009,伊娃·格林、朱诺·坦普尔、玛利亚·瓦沃德、伊莫琴·普茨、Ellie Nunn、Adele McCann、Zoe Carroll、Clemmie Dugdale,乔丹·斯科特,乔丹·斯科特、Ben Court、Caroline Ip,104 分钟,53,2,2,1.0
311,53,3824274,Le hérisson,http://movie.douban.com/subject/3824274/,想看,None,Le hérisson,http://movie.douban.com/subject/3824274/,剧情,法国、意大利,2009,乔丝安·巴拉思科、Garance Le Guillermic、伊川东吾、安妮·波诺什、阿丽亚娜·阿斯卡里德,莫娜·阿查切,莫娜·阿查切、妙莉叶·芭贝里 Muriel Barbery,100分钟,53,2,2,1.0
312,53,1484091,Hard Candy,http://movie.douban.com/subject/1484091/,想看,None,Hard Candy,http://movie.douban.com/subject/1484091/,剧情、惊悚,美国,2005,艾伦·佩吉、帕特里克·威尔森、吴珊卓、Odessa Rae、G.J. Echternkamp,大卫·斯雷德,布莱恩·尼尔森,104 分钟,53,2,2,1.0
313,53,1297192,Identity,http://movie.douban.com/subject/1297192/,看过,4,Identity,http://movie.douban.com/subject/1297192/,剧情、悬疑、惊悚,美国,2003,约翰·库萨克、雷·利奥塔、阿曼达·皮特、阿尔弗雷德·莫里纳、克里·杜瓦尔,詹姆斯·曼高德,Michael Cooney,90 分钟,53,2,2,1.0
314,53,2334904,Shutter Island,http://movie.douban.com/subject/2334904/,看过,5,Shutter Island,http://movie.douban.com/subject/2334904/,剧情、悬疑、惊悚,美国,2010,莱昂纳多·迪卡普里奥、马克·鲁弗洛、米歇尔·威廉姆斯、派翠西娅·克拉克森、马克斯·冯·叙多、艾米莉·莫迪默、本·金斯利,马丁·斯科塞斯,莱塔·卡罗格里迪斯、丹尼斯·勒翰,138 分钟,53,2,2,1.0
315,53,3321409,Never Let Me Go,http://movie.douban.com/subject/3321409/,想看,None,Never Let Me Go,http://movie.douban.com/subject/3321409/,剧情、爱情、科幻,英国、美国,2010,凯瑞·穆里根、安德鲁·加菲尔德、凯拉·奈特莉、伊兹·米克尔-斯莫、查理·罗、艾拉·珀内尔、夏洛特·兰普林、莎莉·霍金斯、凯特·布兹·伦纳、汉娜·夏普,马克·罗曼尼克,石黑一雄、亚历克斯·加兰,103分钟,53,2,2,1.0
316,53,2971730,Ciao,http://movie.douban.com/subject/2971730/,想看,None,Ciao,http://movie.douban.com/subject/2971730/,剧情、爱情、同性,美国,2008,Adam Neal Smith、Alessandro Calza、Chuck Blaum、Ethel Lung,陈俊彦,Alessandro Calza、陈俊彦,87分钟,53,2,2,1.0
317,53,1300992,A Perfect World,http://movie.douban.com/subject/1300992/,看过,4,A Perfect World,http://movie.douban.com/subject/1300992/,犯罪、剧情、惊悚,美国,1993,凯文·科斯特纳、劳拉·邓恩、克林特·伊斯特伍德、T·J·劳瑟、基斯·斯扎拉巴基克,克林特·伊斯特伍德,约翰·李·汉考克,138分钟,53,2,2,1.0
318,53,3291178,Уборная история - Любовная история,http://movie.douban.com/subject/3291178/,看过,4,Уборная история - Любовная история,http://movie.douban.com/subject/3291178/,动画、短片,俄罗斯,2007,,康斯坦汀·布朗兹,,10分钟,53,2,2,1.0
319,53,1309195,Ladies in Lavender,http://movie.douban.com/subject/1309195/,想看,None,Ladies in Lavender,http://movie.douban.com/subject/1309195/,剧情、音乐、悬疑、爱情,英国,2004,Judi Dench、Maggie Smith、Natascha McElhone、Daniel Brühl,Charles Dance,查尔斯·丹斯、William J. Locke,104 分钟,53,2,2,1.0
320,53,1293818,The Piano,http://movie.douban.com/subject/1293818/,想看,None,The Piano,http://movie.douban.com/subject/1293818/,剧情、爱情,澳大利亚、新西兰、法国,1993,霍利·亨特、哈威·凯特尔、山姆·尼尔、安娜·帕奎因,简·坎皮恩,简·坎皮恩,121 分钟,53,2,2,1.0
321,53,2033822,Eat Pray Love,http://movie.douban.com/subject/2033822/,看过,3,Eat Pray Love,http://movie.douban.com/subject/2033822/,剧情、爱情,美国,2010,朱莉娅·罗伯茨、哈维尔·巴登、詹姆斯·弗兰科、比利·克鲁德普、理查德·詹金斯、维奥拉·戴维斯、图娃·诺沃妮、路卡·阿根提洛,瑞恩·墨菲,瑞恩·墨菲、詹妮弗·绍特,140分钟,53,2,2,1.0
322,53,4915107,Leave Me,http://movie.douban.com/subject/4915107/,想看,None,Leave Me,http://movie.douban.com/subject/4915107/,短片、剧情、奇幻,美国,2009,瑞恩·敦拉普、马克·古利克森、萨拉·凡·厄曼、克里斯托弗·埃克斯、贾斯汀·克鲁斯、亚伦·克鲁斯,达斯汀·巴拉德,达斯汀·巴拉德、瑞恩·敦拉普,5 分钟,53,2,2,1.0
323,53,5344178,11度青春之《老男孩》,http://movie.douban.com/subject/5344178/,看过,4,11度青春之《老男孩》,http://movie.douban.com/subject/5344178/,剧情、喜剧、短片,中国大陆,2010,肖央、王太利、韩秋池、于蓓蓓、张末、颜隆、宋金岳、贺敬东、李卫东、刘若瑶、张菁、王昂、薛萌、杜鹏、佟友琴、郭广启、郭一非、踏西男孩,肖央,肖央,42分钟,53,2,2,1.0
